Ref,Val,Package,PosX,PosY,Rot,Side
"C28","C710467","C_1206_3216Metric",94.623743,-190.520870,91.000000,bottom
"C29","C710467","C_1206_3216Metric",93.888997,-148.427282,91.000000,bottom
"C30","C710467","C_1206_3216Metric",93.154250,-106.333694,91.000000,bottom
"C31","C710467","C_1206_3216Metric",114.752567,-189.253140,90.000000,bottom
"C32","C710467","C_1206_3216Metric",114.752567,-147.153140,90.000000,bottom
"C33","C710467","C_1206_3216Metric",114.752567,-105.053140,90.000000,bottom
"C34","C710467","C_1206_3216Metric",134.900449,-190.336900,89.000000,bottom
"C35","C710467","C_1206_3216Metric",135.635196,-148.243312,89.000000,bottom
"C36","C710467","C_1206_3216Metric",136.369942,-106.149724,89.000000,bottom
"C37","C710467","C_1206_3216Metric",156.495618,-149.697769,88.000000,bottom
"C38","C710467","C_1206_3216Metric",157.964887,-107.623416,88.000000,bottom
"C39","C710467","C_1206_3216Metric",165.206239,-193.122473,86.000000,bottom
"C40","C710467","C_1206_3216Metric",177.683500,-151.713139,87.000000,bottom
"C41","C710467","C_1206_3216Metric",179.886844,-109.670836,87.000000,bottom
"D1","D_1206_3216Metric","D_1206_3216Metric",54.595612,-208.399848,94.000000,bottom
"D2","D_1206_3216Metric","D_1206_3216Metric",42.971729,-188.004558,93.000000,bottom
"D3","D_1206_3216Metric","D_1206_3216Metric",41.870057,-166.983407,93.000000,bottom
"D4","D_1206_3216Metric","D_1206_3216Metric",40.768385,-145.962255,93.000000,bottom
"D5","D_1206_3216Metric","D_1206_3216Metric",39.666713,-124.941103,93.000000,bottom
"D6","D_1206_3216Metric","D_1206_3216Metric",38.565041,-103.919951,93.000000,bottom
"D7","D_1206_3216Metric","D_1206_3216Metric",63.511740,-185.644934,92.000000,bottom
"D8","D_1206_3216Metric","D_1206_3216Metric",62.777106,-164.607757,92.000000,bottom
"D9","D_1206_3216Metric","D_1206_3216Metric",62.042471,-143.570580,92.000000,bottom
"D10","D_1206_3216Metric","D_1206_3216Metric",61.307837,-122.533403,92.000000,bottom
"D11","D_1206_3216Metric","D_1206_3216Metric",60.573203,-101.496226,92.000000,bottom
"D12","D_1206_3216Metric","D_1206_3216Metric",84.097772,-204.881761,91.000000,bottom
"D13","D_1206_3216Metric","D_1206_3216Metric",83.730399,-183.834967,91.000000,bottom
"D14","D_1206_3216Metric","D_1206_3216Metric",83.363026,-162.788173,91.000000,bottom
"D15","D_1206_3216Metric","D_1206_3216Metric",82.995653,-141.741379,91.000000,bottom
"D16","D_1206_3216Metric","D_1206_3216Metric",82.628279,-120.694585,91.000000,bottom
"D17","D_1206_3216Metric","D_1206_3216Metric",82.260906,-99.647791,91.000000,bottom
"D18","D_1206_3216Metric","D_1206_3216Metric",103.977567,-203.428140,90.000000,bottom
"D19","D_1206_3216Metric","D_1206_3216Metric",103.977567,-182.378140,90.000000,bottom
"D20","D_1206_3216Metric","D_1206_3216Metric",103.977567,-161.328140,90.000000,bottom
"D21","D_1206_3216Metric","D_1206_3216Metric",103.977567,-140.278140,90.000000,bottom
"D22","D_1206_3216Metric","D_1206_3216Metric",103.977567,-119.228140,90.000000,bottom
"D23","D_1206_3216Metric","D_1206_3216Metric",103.977567,-98.178140,90.000000,bottom
"D24","D_1206_3216Metric","D_1206_3216Metric",123.879703,-204.321691,89.000000,bottom
"D25","D_1206_3216Metric","D_1206_3216Metric",124.247076,-183.274897,89.000000,bottom
"D26","D_1206_3216Metric","D_1206_3216Metric",124.614449,-162.228103,89.000000,bottom
"D27","D_1206_3216Metric","D_1206_3216Metric",124.981822,-141.181309,89.000000,bottom
"D28","D_1206_3216Metric","D_1206_3216Metric",125.349195,-120.134515,89.000000,bottom
"D29","D_1206_3216Metric","D_1206_3216Metric",125.716569,-99.087721,89.000000,bottom
"D30","D_1206_3216Metric","D_1206_3216Metric",144.497847,-184.525269,88.000000,bottom
"D31","D_1206_3216Metric","D_1206_3216Metric",145.232481,-163.488092,88.000000,bottom
"D32","D_1206_3216Metric","D_1206_3216Metric",145.967116,-142.450915,88.000000,bottom
"D33","D_1206_3216Metric","D_1206_3216Metric",146.701750,-121.413739,88.000000,bottom
"D34","D_1206_3216Metric","D_1206_3216Metric",147.436385,-100.376562,88.000000,bottom
"D35","D_1206_3216Metric","D_1206_3216Metric",153.468689,-206.511318,86.000000,bottom
"D36","D_1206_3216Metric","D_1206_3216Metric",165.079732,-186.325945,87.000000,bottom
"D37","D_1206_3216Metric","D_1206_3216Metric",166.181404,-165.304793,87.000000,bottom
"D38","D_1206_3216Metric","D_1206_3216Metric",167.283076,-144.283641,87.000000,bottom
"D39","D_1206_3216Metric","D_1206_3216Metric",168.384748,-123.262490,87.000000,bottom
"D40","D_1206_3216Metric","D_1206_3216Metric",169.486420,-102.241338,87.000000,bottom
"LED1","C5378731","led_SK6812mini-e (per-key, single-side)",48.282721,-174.222715,-177.000000,bottom
"LED2","C5378731","led_SK6812mini-e (per-key, single-side)",46.079378,-132.180411,-177.000000,bottom
"LED3","C5378731","led_SK6812mini-e (per-key, single-side)",43.876034,-90.138108,-177.000000,bottom
"LED4","C5378731","led_SK6812mini-e (per-key, single-side)",69.062450,-171.957879,-178.000000,bottom
"LED5","C5378731","led_SK6812mini-e (per-key, single-side)",67.593181,-129.883525,-178.000000,bottom
"LED6","C5378731","led_SK6812mini-e (per-key, single-side)",66.123913,-87.809172,-178.000000,bottom
"LED7","C5378731","led_SK6812mini-e (per-key, single-side)",89.519136,-170.246870,-179.000000,bottom
"LED8","C5378731","led_SK6812mini-e (per-key, single-side)",88.784389,-128.153282,-179.000000,bottom
"LED9","C5378731","led_SK6812mini-e (per-key, single-side)",88.049643,-86.059694,-179.000000,bottom
"LED10","C5378731","led_SK6812mini-e (per-key, single-side)",110.002567,-168.893140,180.000000,bottom
"LED11","C5378731","led_SK6812mini-e (per-key, single-side)",110.002567,-126.793140,180.000000,bottom
"LED12","C5378731","led_SK6812mini-e (per-key, single-side)",110.002567,-84.693140,180.000000,bottom
"LED13","C5378731","led_SK6812mini-e (per-key, single-side)",130.506504,-169.897102,179.000000,bottom
"LED14","C5378731","led_SK6812mini-e (per-key, single-side)",131.241250,-127.803514,179.000000,bottom
"LED15","C5378731","led_SK6812mini-e (per-key, single-side)",131.975997,-85.709926,179.000000,bottom
"LED16","C5378731","led_SK6812mini-e (per-key, single-side)",150.989796,-171.258753,178.000000,bottom
"LED17","C5378731","led_SK6812mini-e (per-key, single-side)",152.459065,-129.184400,178.000000,bottom
"LED18","C5378731","led_SK6812mini-e (per-key, single-side)",153.928334,-87.110046,178.000000,bottom
"LED19","C5378731","led_SK6812mini-e (per-key, single-side)",171.802226,-173.174750,177.000000,bottom
"LED20","C5378731","led_SK6812mini-e (per-key, single-side)",174.005570,-131.132446,177.000000,bottom
"LED21","C5378731","led_SK6812mini-e (per-key, single-side)",176.208913,-89.090143,177.000000,bottom
"LED22","C5378731","led_SK6812mini-e (per-key, single-side)",59.665269,-194.527414,4.000000,bottom
"LED23","C5378731","led_SK6812mini-e (per-key, single-side)",47.181049,-153.201563,3.000000,bottom
"LED24","C5378731","led_SK6812mini-e (per-key, single-side)",44.977706,-111.159260,3.000000,bottom
"LED25","C5378731","led_SK6812mini-e (per-key, single-side)",68.327816,-150.920702,2.000000,bottom
"LED26","C5378731","led_SK6812mini-e (per-key, single-side)",66.858547,-108.846348,2.000000,bottom
"LED27","C5378731","led_SK6812mini-e (per-key, single-side)",89.886509,-191.293664,1.000000,bottom
"LED28","C5378731","led_SK6812mini-e (per-key, single-side)",89.151762,-149.200076,1.000000,bottom
"LED29","C5378731","led_SK6812mini-e (per-key, single-side)",88.417016,-107.106488,1.000000,bottom
"LED30","C5378731","led_SK6812mini-e (per-key, single-side)",110.002567,-189.943140,0.000000,bottom
"LED31","C5378731","led_SK6812mini-e (per-key, single-side)",110.002567,-147.843140,0.000000,bottom
"LED32","C5378731","led_SK6812mini-e (per-key, single-side)",110.002567,-105.743140,0.000000,bottom
"LED33","C5378731","led_SK6812mini-e (per-key, single-side)",130.139131,-190.943896,-1.000000,bottom
"LED34","C5378731","led_SK6812mini-e (per-key, single-side)",130.873877,-148.850308,-1.000000,bottom
"LED35","C5378731","led_SK6812mini-e (per-key, single-side)",131.608623,-106.756720,-1.000000,bottom
"LED36","C5378731","led_SK6812mini-e (per-key, single-side)",151.724431,-150.221577,-2.000000,bottom
"LED37","C5378731","led_SK6812mini-e (per-key, single-side)",153.193700,-108.147223,-2.000000,bottom
"LED38","C5378731","led_SK6812mini-e (per-key, single-side)",160.419678,-193.479449,-4.000000,bottom
"LED39","C5378731","led_SK6812mini-e (per-key, single-side)",172.903898,-152.153598,-3.000000,bottom
"LED40","C5378731","led_SK6812mini-e (per-key, single-side)",175.107241,-110.111294,-3.000000,bottom
